Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14
;(2019-06-02;10:40:04.256047);can0;602;[8];00;64;0;00;2E;D7;01;00
;(2019-06-02;10:40:04.359676);can0;601;[8];0B;AE;10;1C;01;0F;02;82
;(2019-06-02;10:40:04.360487);can0;602;[8];00;64;0;00;2E;D7;01;00
;(2019-06-02;10:40:04.464120);can0;601;[8];0B;AF;10;1C;01;0F;02;82
;(2019-06-02;10:40:04.464867);can0;602;[8];00;64;0;00;2D;D7;01;00
;(2019-06-02;10:40:04.568528);can0;601;[8];0B;B2;10;1C;01;10;02;82
;(2019-06-02;10:40:04.569278);can0;602;[8];00;64;0;00;2D;D7;01;00
;(2019-06-02;10:40:04.672922);can0;601;[8];0B;B2;10;1C;01;0D;02;82
;(2019-06-02;10:40:04.673669);can0;602;[8];00;64;0;00;2C;D7;01;00
;(2019-06-02;10:40:04.777356);can0;601;[8];0B;B4;10;1C;01;0F;02;82
;(2019-06-02;10:40:04.778102);can0;602;[8];00;64;0;00;2B;D7;01;00
;(2019-06-02;10:40:04.881780);can0;601;[8];0B;B4;10;1C;01;05;02;80
;(2019-06-02;10:40:04.882530);can0;602;[8];00;64;0;00;2A;D7;01;00
;(2019-06-02;10:40:04.986182);can0;601;[8];0B;B6;10;1C;01;08;02;82
;(2019-06-02;10:40:04.986931);can0;602;[8];00;64;0;00;29;D7;01;00
;(2019-06-02;10:40:05.090622);can0;601;[8];0B;B9;10;1C;01;08;02;82
;(2019-06-02;10:40:05.091375);can0;602;[8];00;64;0;00;26;D7;01;00
;(2019-06-02;10:40:05.194973);can0;601;[8];0B;BA;10;1C;01;00;02;82
;(2019-06-02;10:40:05.195718);can0;602;[8];00;64;0;00;24;D7;01;00
;(2019-06-02;10:40:05.299393);can0;601;[8];0B;BB;10;1C;01;03;02;82
;(2019-06-02;10:40:05.300154);can0;602;[8];00;64;0;00;22;D7;01;00
;(2019-06-02;10:40:05.403810);can0;601;[8];0B;BC;10;1C;01;0B;02;82
;(2019-06-02;10:40:05.404563);can0;602;[8];00;64;0;00;20;D7;01;00
;(2019-06-02;10:40:05.508219);can0;601;[8];0B;BB;10;1C;01;0A;02;80
;(2019-06-02;10:40:05.508968);can0;602;[8];00;64;0;00;1F;D7;01;00
;(2019-06-02;10:40:05.612629);can0;601;[8];0B;BB;10;1C;01;04;02;82
;(2019-06-02;10:40:05.613374);can0;602;[8];00;64;0;00;1D;D7;01;00
;(2019-06-02;10:40:05.713125);can0;601;[8];0B;BC;10;1C;01;07;02;82
;(2019-06-02;10:40:05.713871);can0;602;[8];00;64;0;00;1C;D7;01;00
;(2019-06-02;10:40:05.817441);can0;601;[8];0B;BD;10;1C;00;FF;02;82
;(2019-06-02;10:40:05.818187);can0;602;[8];00;64;0;00;1B;D7;01;00
;(2019-06-02;10:40:05.921888);can0;601;[8];0B;BB;10;1C;00;FD;02;82
;(2019-06-02;10:40:05.922636);can0;602;[8];00;64;0;00;1A;D7;01;00
;(2019-06-02;10:40:06.026256);can0;601;[8];0B;BA;10;1C;00;FC;02;82
;(2019-06-02;10:40:06.027009);can0;602;[8];00;64;0;00;19;D7;01;00
;(2019-06-02;10:40:06.130713);can0;601;[8];0B;B9;10;1C;00;FF;02;82
;(2019-06-02;10:40:06.131461);can0;602;[8];00;64;0;00;18;D7;01;00
;(2019-06-02;10:40:06.235094);can0;601;[8];0B;BB;10;1C;01;02;02;82
;(2019-06-02;10:40:06.235845);can0;602;[8];00;64;0;00;16;D7;01;00
;(2019-06-02;10:40:06.339522);can0;601;[8];0B;B9;10;1C;01;03;02;82
;(2019-06-02;10:40:06.340280);can0;602;[8];00;64;0;00;16;D7;01;00
;(2019-06-02;10:40:06.443905);can0;601;[8];0B;BA;10;1C;00;FF;02;82
;(2019-06-02;10:40:06.444653);can0;602;[8];00;64;0;00;16;D7;01;00
;(2019-06-02;10:40:06.548360);can0;601;[8];0B;BA;10;1C;00;FA;02;82
;(2019-06-02;10:40:06.549108);can0;602;[8];00;64;0;00;15;D7;01;00
;(2019-06-02;10:40:06.648754);can0;601;[8];0B;B9;10;1C;00;FD;02;82
;(2019-06-02;10:40:06.649506);can0;602;[8];00;64;0;00;14;D7;01;00
;(2019-06-02;10:40:06.753139);can0;601;[8];0B;B9;10;1C;01;02;02;82
;(2019-06-02;10:40:06.753890);can0;602;[8];00;64;0;00;12;D7;01;00
;(2019-06-02;10:40:06.857571);can0;601;[8];0B;BA;10;1C;01;00;02;82
;(2019-06-02;10:40:06.858321);can0;602;[8];00;64;0;00;12;D7;01;00
;(2019-06-02;10:40:06.961980);can0;601;[8];0B;B9;10;1C;01;05;02;82
;(2019-06-02;10:40:06.962729);can0;602;[8];00;64;0;00;11;D7;01;00
;(2019-06-02;10:40:07.066374);can0;601;[8];0B;B6;10;1C;00;F9;02;82
;(2019-06-02;10:40:07.067127);can0;602;[8];00;64;0;00;10;D7;01;00
;(2019-06-02;10:40:07.170807);can0;601;[8];0B;9E;10;1C;00;DD;02;82
;(2019-06-02;10:40:07.171556);can0;602;[8];00;63;0;00;10;D7;01;00
;(2019-06-02;10:40:07.279241);can0;601;[8];0B;69;10;1C;00;72;02;85
;(2019-06-02;10:40:07.280032);can0;602;[8];00;61;0;00;0F;D7;03;00
;(2019-06-02;10:40:07.379636);can0;601;[8];0B;16;10;1C;00;9B;02;88
;(2019-06-02;10:40:07.380505);can0;602;[8];00;5E;0;00;0E;D7;03;00
;(2019-06-02;10:40:07.480089);can0;601;[8];0A;9F;10;1C;00;EE;02;88
;(2019-06-02;10:40:07.480841);can0;602;[8];00;5A;0;00;0E;D7;03;00
;(2019-06-02;10:40:07.580563);can0;601;[8];0A;08;10;1C;01;31;02;88
;(2019-06-02;10:40:07.581326);can0;602;[8];00;55;0;00;0E;D7;03;00
;(2019-06-02;10:40:07.680830);can0;601;[8];09;5F;10;1C;01;69;02;88
;(2019-06-02;10:40:07.681587);can0;602;[8];00;50;0;00;0E;D7;03;00
;(2019-06-02;10:40:07.781193);can0;601;[8];08;92;10;1C;01;A1;02;88
;(2019-06-02;10:40:07.781944);can0;602;[8];00;4A;0;00;0D;D7;03;00
;(2019-06-02;10:40:07.881621);can0;601;[8];07;A1;10;1C;01;C7;02;88
;(2019-06-02;10:40:07.882365);can0;602;[8];00;43;0;00;0D;D7;03;00
;(2019-06-02;10:40:07.986025);can0;601;[8];06;8D;10;1C;01;F6;02;88
;(2019-06-02;10:40:07.986774);can0;602;[8];00;38;0;00;0D;D7;03;00
;(2019-06-02;10:40:08.086409);can0;601;[8];05;63;10;1C;02;08;02;88
;(2019-06-02;10:40:08.087162);can0;602;[8];00;2E;0;00;0D;D7;03;00
;(2019-06-02;10:40:08.194893);can0;601;[8];03;FF;10;1C;02;32;02;88
;(2019-06-02;10:40:08.195693);can0;602;[8];00;24;0;00;0D;D7;03;00
;(2019-06-02;10:40:08.295226);can0;601;[8];02;DA;10;1C;02;05;02;85
;(2019-06-02;10:40:08.295975);can0;602;[8];00;1A;0;00;0D;D7;03;00
;(2019-06-02;10:40:08.395709);can0;601;[8];02;54;10;1C;01;71;02;85
;(2019-06-02;10:40:08.396462);can0;602;[8];00;14;0;00;0D;D7;03;00
;(2019-06-02;10:40:08.496024);can0;601;[8];02;08;10;1C;01;06;02;85
;(2019-06-02;10:40:08.496775);can0;602;[8];00;11;0;00;0C;D7;03;00
;(2019-06-02;10:40:08.596441);can0;601;[8];01;D1;10;1C;00;9B;02;85
;(2019-06-02;10:40:08.597192);can0;602;[8];00;0F;0;00;0C;D7;03;00
;(2019-06-02;10:40:08.696835);can0;601;[8];01;9F;10;1C;00;81;02;85
;(2019-06-02;10:40:08.697586);can0;602;[8];00;0D;0;00;0C;D7;03;00
;(2019-06-02;10:40:08.805281);can0;601;[8];01;72;10;1C;00;63;02;85
;(2019-06-02;10:40:08.806032);can0;602;[8];00;0C;0;00;0C;D7;03;00
;(2019-06-02;10:40:08.905725);can0;601;[8];01;4F;10;1C;00;56;02;85
;(2019-06-02;10:40:08.906471);can0;602;[8];00;0B;0;00;0B;D7;03;00
;(2019-06-02;10:40:09.006063);can0;601;[8];01;31;10;1C;00;48;02;85
;(2019-06-02;10:40:09.006831);can0;602;[8];00;0A;0;00;0B;D7;03;00
;(2019-06-02;10:40:09.110566);can0;601;[8];01;0E;10;1C;00;4F;02;85
;(2019-06-02;10:40:09.111363);can0;602;[8];00;08;0;00;0B;D7;03;00
;(2019-06-02;10:40:09.210855);can0;601;[8];00;F0;10;1C;00;54;02;85
;(2019-06-02;10:40:09.211601);can0;602;[8];00;08;0;00;0B;D7;03;00
;(2019-06-02;10:40:09.319277);can0;601;[8];00;CE;10;1C;00;5C;02;85
;(2019-06-02;10:40:09.320025);can0;602;[8];00;06;0;00;0A;D7;03;00
;(2019-06-02;10:40:09.423748);can0;601;[8];00;AC;10;1C;00;6B;02;85
;(2019-06-02;10:40:09.424498);can0;602;[8];00;05;0;00;0A;D7;03;00
;(2019-06-02;10:40:09.528172);can0;601;[8];00;82;10;1C;00;8E;02;85
;(2019-06-02;10:40:09.528916);can0;602;[8];00;03;0;00;09;D7;03;00
;(2019-06-02;10:40:09.632700);can0;601;[8];00;5A;10;1C;00;9F;02;85
;(2019-06-02;10:40:09.633473);can0;602;[8];00;02;0;00;09;D7;03;00
;(2019-06-02;10:40:09.736998);can0;601;[8];00;3D;10;1C;00;8B;02;85
;(2019-06-02;10:40:09.737748);can0;602;[8];00;01;0;00;08;D7;03;00
;(2019-06-02;10:40:09.841361);can0;601;[8];00;28;10;1C;00;66;02;85
;(2019-06-02;10:40:09.842114);can0;602;[8];00;01;0;00;07;D7;03;00
;(2019-06-02;10:40:09.941736);can0;601;[8];00;1C;10;1C;00;46;02;85
;(2019-06-02;10:40:09.942488);can0;602;[8];00;00;0;00;06;D7;03;00
;(2019-06-02;10:40:10.042141);can0;601;[8];00;10;10;1C;00;42;02;85
;(2019-06-02;10:40:10.042891);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.146567);can0;601;[8];00;06;10;1C;00;36;02;85
;(2019-06-02;10:40:10.147322);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.247000);can0;601;[8];00;04;10;1C;00;27;02;85
;(2019-06-02;10:40:10.247756);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.347345);can0;601;[8];00;01;10;1C;00;1D;02;85
;(2019-06-02;10:40:10.348098);can0;602;[8];00;00;0;00;05;D7;01;00
;(2019-06-02;10:40:10.451767);can0;601;[8];00;00;10;1C;00;24;02;85
;(2019-06-02;10:40:10.452516);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.552137);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:10.552896);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.652560);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:10.653309);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.756972);can0;601;[8];00;00;10;1C;00;1D;02;85
;(2019-06-02;10:40:10.757720);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.857279);can0;601;[8];00;00;10;1C;00;19;02;85
;(2019-06-02;10:40:10.858031);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:10.961708);can0;601;[8];00;00;10;1C;00;1B;02;85
;(2019-06-02;10:40:10.962458);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.062191);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:11.062944);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.166585);can0;601;[8];00;00;10;1C;00;18;02;85
;(2019-06-02;10:40:11.167333);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.266913);can0;601;[8];00;00;10;1C;00;1B;02;85
;(2019-06-02;10:40:11.267663);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.367376);can0;601;[8];00;00;10;1C;00;1A;02;85
;(2019-06-02;10:40:11.368123);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.471776);can0;601;[8];00;00;10;1C;00;1D;02;85
;(2019-06-02;10:40:11.472523);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.572233);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:11.572987);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.672610);can0;601;[8];00;00;10;1C;00;1B;02;85
;(2019-06-02;10:40:11.673365);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.776999);can0;601;[8];00;00;10;1C;00;19;02;85
;(2019-06-02;10:40:11.777750);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.881409);can0;601;[8];00;00;10;1C;00;15;02;85
;(2019-06-02;10:40:11.882155);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:11.981765);can0;601;[8];00;00;10;1C;00;15;02;85
;(2019-06-02;10:40:11.982520);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.082202);can0;601;[8];00;00;10;1C;00;1A;02;85
;(2019-06-02;10:40:12.082955);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.186714);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:12.187463);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.286938);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:12.287684);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.391365);can0;601;[8];00;00;10;1C;00;22;02;85
;(2019-06-02;10:40:12.392116);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.491806);can0;601;[8];00;00;10;1C;00;27;02;85
;(2019-06-02;10:40:12.492559);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.592157);can0;601;[8];00;00;10;1C;00;22;02;85
;(2019-06-02;10:40:12.592907);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.696728);can0;601;[8];00;00;10;1C;00;20;02;85
;(2019-06-02;10:40:12.697479);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.797029);can0;601;[8];00;00;10;1C;00;1D;02;85
;(2019-06-02;10:40:12.797781);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:12.901453);can0;601;[8];00;00;10;1C;00;20;02;85
;(2019-06-02;10:40:12.902197);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.001841);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:13.002587);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.106266);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:13.107019);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.206637);can0;601;[8];00;00;10;1C;00;20;02;85
;(2019-06-02;10:40:13.207388);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.311055);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:13.311805);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.411388);can0;601;[8];00;00;10;1C;00;1B;02;85
;(2019-06-02;10:40:13.412139);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.511881);can0;601;[8];00;00;10;1C;00;1D;02;85
;(2019-06-02;10:40:13.512654);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.616313);can0;601;[8];00;00;10;1C;00;24;02;85
;(2019-06-02;10:40:13.617065);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.716600);can0;601;[8];00;00;10;1C;00;25;02;85
;(2019-06-02;10:40:13.717351);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.821002);can0;601;[8];00;00;10;1C;00;22;02;85
;(2019-06-02;10:40:13.821749);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:13.921472);can0;601;[8];00;00;10;1C;00;1A;02;85
;(2019-06-02;10:40:13.922216);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.025886);can0;601;[8];00;00;10;1C;00;1A;02;85
;(2019-06-02;10:40:14.026637);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.126309);can0;601;[8];00;00;10;1C;00;17;02;85
;(2019-06-02;10:40:14.127059);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.226691);can0;601;[8];00;00;10;1C;00;18;02;85
;(2019-06-02;10:40:14.227442);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.331112);can0;601;[8];00;00;10;1C;00;23;02;85
;(2019-06-02;10:40:14.331865);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.431513);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:14.432264);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.531880);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:14.532630);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.636294);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:14.637037);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.740804);can0;601;[8];00;00;10;1C;00;20;02;85
;(2019-06-02;10:40:14.741553);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.841024);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:14.841772);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:14.941561);can0;601;[8];00;00;10;1C;00;1D;02;85
;(2019-06-02;10:40:14.942309);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.045916);can0;601;[8];00;00;10;1C;00;1E;02;85
;(2019-06-02;10:40:15.046666);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.146264);can0;601;[8];00;00;10;1C;00;1A;02;85
;(2019-06-02;10:40:15.147019);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.250714);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:15.251465);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.351135);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:15.351886);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.455521);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:15.456265);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.555927);can0;601;[8];00;00;10;1C;00;1F;02;85
;(2019-06-02;10:40:15.556676);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.656325);can0;601;[8];00;00;10;1C;00;21;02;85
;(2019-06-02;10:40:15.657070);can0;602;[8];00;00;0;00;05;D7;03;00
;(2019-06-02;10:40:15.760719);can0;601;[8];00;00;10;1C;00;1C;02;85
;(2019-06-02;10:40:15.761468);can0;602;[8];00;00;0;00;05;D7;03;00
